QSPRID	pchembl_value_median_Label	pchembl_value_median_Prediction	Fold
ADORA1_Ki_train_3290	6.2	6.0799	4.0
ADORA1_Ki_train_1286	7.3	7.00581	4.0
ADORA1_Ki_train_1833	6.65	6.23789	4.0
ADORA1_Ki_train_1239	4.7	4.31587	4.0
ADORA1_Ki_train_1628	6.37	6.7422	4.0
ADORA1_Ki_train_2376	6.06	7.43882	4.0
ADORA1_Ki_train_1099	9.15	8.27223	4.0
ADORA1_Ki_train_2894	7.47	6.79881	4.0
ADORA1_Ki_train_1919	5.35	7.41657	4.0
ADORA1_Ki_train_0071	7.3	6.97118	4.0
ADORA1_Ki_train_0181	6.45	6.57859	4.0
ADORA1_Ki_train_0834	6.44	6.70183	4.0
ADORA1_Ki_train_3441	7.46	6.95292	4.0
ADORA1_Ki_train_3012	5.53	6.16683	4.0
ADORA1_Ki_train_3134	5.68	6.45206	4.0
ADORA1_Ki_train_1768	6.52	6.71197	4.0
ADORA1_Ki_train_2617	6.61	7.44294	4.0
ADORA1_Ki_train_2460	4.35	5.18546	4.0
ADORA1_Ki_train_2712	6.96	7.41915	4.0
ADORA1_Ki_train_2926	8.99	8.48303	4.0
ADORA1_Ki_train_3154	8.17	7.62269	4.0
ADORA1_Ki_train_0723	6.42	6.5076	4.0
ADORA1_Ki_train_0185	7.37	7.35082	4.0
ADORA1_Ki_train_0131	6.19	6.54104	4.0
ADORA1_Ki_train_2937	5.9	6.06662	4.0
ADORA1_Ki_train_0857	6.07	6.21973	4.0
ADORA1_Ki_train_1675	7.2	7.1506	4.0
ADORA1_Ki_train_1082	6.4	6.29401	4.0
ADORA1_Ki_train_0353	5.64	5.52078	4.0
ADORA1_Ki_train_2136	8.0	7.42004	4.0
ADORA1_Ki_train_3337	5.98	6.15102	4.0
ADORA1_Ki_train_0675	6.19	6.5551	4.0
ADORA1_Ki_train_1412	5.06	5.74436	4.0
ADORA1_Ki_train_3514	8.19	8.11274	4.0
ADORA1_Ki_train_3159	8.3	6.68571	4.0
ADORA1_Ki_train_3009	6.25	5.55855	4.0
ADORA1_Ki_train_2119	6.39	6.5273	4.0
ADORA1_Ki_train_2164	7.03	7.56563	4.0
ADORA1_Ki_train_1248	7.63	7.18633	4.0
ADORA1_Ki_train_2204	7.12	6.44125	4.0
ADORA1_Ki_train_2989	5.71	5.28793	4.0
ADORA1_Ki_train_3388	7.59	7.09041	4.0
ADORA1_Ki_train_3390	6.62	6.42086	4.0
ADORA1_Ki_train_0798	7.08	6.79012	4.0
ADORA1_Ki_train_3083	7.11	6.6939	4.0
ADORA1_Ki_train_2396	10.02	7.32593	4.0
ADORA1_Ki_train_3362	6.14	6.1563	4.0
ADORA1_Ki_train_0968	6.26	5.5248	4.0
ADORA1_Ki_train_2974	6.86	7.07331	4.0
ADORA1_Ki_train_0016	7.52	6.46512	4.0
ADORA1_Ki_train_3298	6.02	6.58727	4.0
ADORA1_Ki_train_3554	7.3	7.48935	4.0
ADORA1_Ki_train_2123	8.35	7.291	4.0
ADORA1_Ki_train_2194	7.92	6.83982	4.0
ADORA1_Ki_train_2645	6.28	5.63061	4.0
ADORA1_Ki_train_1273	6.4	6.61088	4.0
ADORA1_Ki_train_0820	5.76	5.39648	4.0
ADORA1_Ki_train_0504	6.39	6.38215	4.0
ADORA1_Ki_train_1168	7.6	7.10168	4.0
ADORA1_Ki_train_0028	5.57	5.59099	4.0
ADORA1_Ki_train_0806	4.53	5.72734	4.0
ADORA1_Ki_train_1424	6.89	6.70518	4.0
ADORA1_Ki_train_1836	5.89	5.70861	4.0
ADORA1_Ki_train_2811	8.41	8.10459	4.0
ADORA1_Ki_train_1144	8.59	7.88757	4.0
ADORA1_Ki_train_3435	7.03	7.28777	4.0
ADORA1_Ki_train_3038	6.46	6.06849	4.0
ADORA1_Ki_train_1132	7.76	7.78276	4.0
ADORA1_Ki_train_2682	8.58	7.96637	4.0
ADORA1_Ki_train_1083	5.75	5.78178	4.0
ADORA1_Ki_train_1803	9.54	8.25749	4.0
ADORA1_Ki_train_0150	5.46	5.7017	4.0
ADORA1_Ki_train_2723	6.85	6.71881	4.0
ADORA1_Ki_train_1158	6.45	6.15614	4.0
ADORA1_Ki_train_1282	6.24	6.39516	4.0
ADORA1_Ki_train_2093	7.24	7.22564	4.0
ADORA1_Ki_train_2754	5.63	5.74976	4.0
ADORA1_Ki_train_2304	7.16	6.46217	4.0
ADORA1_Ki_train_0348	4.41	4.37077	4.0
ADORA1_Ki_train_2258	7.0	6.8834	4.0
ADORA1_Ki_train_3146	4.48	5.23058	4.0
ADORA1_Ki_train_1937	8.7	6.61669	4.0
ADORA1_Ki_train_3322	6.5	6.48339	4.0
ADORA1_Ki_train_0921	6.35	6.3395	4.0
ADORA1_Ki_train_0916	6.55	6.73513	4.0
ADORA1_Ki_train_0387	6.29	6.03726	4.0
ADORA1_Ki_train_3177	5.02	5.42708	4.0
ADORA1_Ki_train_0852	7.46	7.19145	4.0
ADORA1_Ki_train_3559	6.97	7.4578	4.0
ADORA1_Ki_train_1480	6.48	6.96363	4.0
ADORA1_Ki_train_2134	5.56	5.05754	4.0
ADORA1_Ki_train_1237	6.1	6.45607	4.0
ADORA1_Ki_train_3313	6.22	6.47203	4.0
ADORA1_Ki_train_3179	5.61	6.4433	4.0
ADORA1_Ki_train_1441	7.19	6.39528	4.0
ADORA1_Ki_train_0074	6.8	7.06156	4.0
ADORA1_Ki_train_3646	7.62	6.61862	4.0
ADORA1_Ki_train_2051	6.68	5.90228	4.0
ADORA1_Ki_train_0647	6.12	6.24003	4.0
ADORA1_Ki_train_2768	5.54	5.89511	4.0
ADORA1_Ki_train_0624	6.5	5.97038	4.0
ADORA1_Ki_train_1811	8.28	7.51163	4.0
ADORA1_Ki_train_2934	7.49	7.64598	4.0
ADORA1_Ki_train_2299	8.66	7.66331	4.0
ADORA1_Ki_train_0390	5.53	6.40536	4.0
ADORA1_Ki_train_3167	5.8	6.11531	4.0
ADORA1_Ki_train_0449	7.48	7.20572	4.0
ADORA1_Ki_train_3089	6.83	7.04296	4.0
ADORA1_Ki_train_0519	4.27	4.98992	4.0
ADORA1_Ki_train_0864	6.03	6.35544	4.0
ADORA1_Ki_train_2052	6.43	6.58372	4.0
ADORA1_Ki_train_3180	7.8	6.42226	4.0
ADORA1_Ki_train_3432	7.46	7.4731	4.0
ADORA1_Ki_train_0681	7.57	6.17972	4.0
ADORA1_Ki_train_0734	5.69	6.16631	4.0
ADORA1_Ki_train_3090	6.9	7.03836	4.0
ADORA1_Ki_train_0248	8.45	8.01571	4.0
ADORA1_Ki_train_1547	5.29	6.03892	4.0
ADORA1_Ki_train_1448	6.6	6.27684	4.0
ADORA1_Ki_train_2089	6.57	6.52839	4.0
ADORA1_Ki_train_1063	6.89	6.07541	4.0
ADORA1_Ki_train_2091	7.78	7.42973	4.0
ADORA1_Ki_train_3674	7.66	7.9335	4.0
ADORA1_Ki_train_2796	8.81	8.91629	4.0
ADORA1_Ki_train_0253	7.7	7.44554	4.0
ADORA1_Ki_train_0584	5.98	5.56496	4.0
ADORA1_Ki_train_0254	6.52	6.35085	4.0
ADORA1_Ki_train_1232	7.11	7.95807	4.0
ADORA1_Ki_train_3229	7.85	7.07387	4.0
ADORA1_Ki_train_0555	6.15	6.94877	4.0
ADORA1_Ki_train_1517	5.17	5.28203	4.0
ADORA1_Ki_train_0210	6.16	6.67035	4.0
ADORA1_Ki_train_1338	5.57	5.44132	4.0
ADORA1_Ki_train_2767	6.62	6.81375	4.0
ADORA1_Ki_train_2059	6.59	6.63645	4.0
ADORA1_Ki_train_2861	5.41	6.01314	4.0
ADORA1_Ki_train_0772	5.7	6.26042	4.0
ADORA1_Ki_train_2524	6.11	6.1916	4.0
ADORA1_Ki_train_1072	4.91	5.75458	4.0
ADORA1_Ki_train_2564	5.39	5.01134	4.0
ADORA1_Ki_train_2451	5.31	5.88108	4.0
ADORA1_Ki_train_0883	5.47	5.999	4.0
ADORA1_Ki_train_3162	8.55	8.75057	4.0
ADORA1_Ki_train_1294	6.0	5.51246	4.0
ADORA1_Ki_train_0396	5.76	5.60739	4.0
ADORA1_Ki_train_1105	6.54	6.6873	4.0
ADORA1_Ki_train_2824	5.55	5.81016	4.0
ADORA1_Ki_train_1095	7.57	7.71765	4.0
ADORA1_Ki_train_0522	5.37	5.79772	4.0
ADORA1_Ki_train_1746	6.13	5.88081	4.0
ADORA1_Ki_train_0053	6.0	6.49758	4.0
ADORA1_Ki_train_0523	6.54	6.64201	4.0
ADORA1_Ki_train_3495	7.7	6.99709	4.0
ADORA1_Ki_train_2146	8.26	8.11419	4.0
ADORA1_Ki_train_1516	5.43	5.64478	4.0
ADORA1_Ki_train_2086	5.1	6.48891	4.0
ADORA1_Ki_train_2083	6.24	7.42413	4.0
ADORA1_Ki_train_1013	6.64	6.7485	4.0
ADORA1_Ki_train_2251	7.3	6.9122	4.0
ADORA1_Ki_train_0759	7.7	8.09181	4.0
ADORA1_Ki_train_2777	6.22	6.66541	4.0
ADORA1_Ki_train_3030	6.34	6.30013	4.0
ADORA1_Ki_train_3260	6.16	7.47871	4.0
ADORA1_Ki_train_1332	6.98	7.02546	4.0
ADORA1_Ki_train_1228	6.12	6.89442	4.0
ADORA1_Ki_train_2323	6.24	6.0166	4.0
ADORA1_Ki_train_3201	5.56	6.46707	4.0
ADORA1_Ki_train_1511	7.07	7.58588	4.0
ADORA1_Ki_train_0770	6.8	7.46029	4.0
ADORA1_Ki_train_2328	9.05	7.92149	4.0
ADORA1_Ki_train_3347	6.03	6.30456	4.0
ADORA1_Ki_train_3389	8.285	8.03944	4.0
ADORA1_Ki_train_1548	6.48	5.25613	4.0
ADORA1_Ki_train_0302	9.72	8.4686	4.0
ADORA1_Ki_train_1129	5.48	6.47679	4.0
ADORA1_Ki_train_1053	6.75	6.39958	4.0
ADORA1_Ki_train_0084	6.37	5.88289	4.0
ADORA1_Ki_train_3168	5.07	5.44426	4.0
ADORA1_Ki_train_2738	7.94	7.72766	4.0
ADORA1_Ki_train_2670	6.95	7.12038	4.0
ADORA1_Ki_train_1865	8.29	8.03668	4.0
ADORA1_Ki_train_0716	6.92	6.82936	4.0
ADORA1_Ki_train_1567	6.97	7.37372	4.0
ADORA1_Ki_train_0753	5.69	6.6617	4.0
ADORA1_Ki_train_2346	9.0	8.55579	4.0
ADORA1_Ki_train_3528	6.15	6.33493	4.0
